bom_id,title,total_gross,theaters,release_date,year
rl1599440385,Galapagos,"$18,630,372",14,Oct 29,2001
rl2069792257,Les Boys III,"$3,557,100",115,Nov 30,2001
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2001
rl3967387137,Waking Life,"$2,901,447",93,Oct 19,2001
rl1802601985,Sidewalks of New York,"$2,402,652",224,Nov 23,2001
rl963741185,The Shipping News,"$11,434,216",434,Dec 25,2001
rl2337375745,Encounter in the Third Dimension,"$7,195,792",16,Feb 26,2001
rl3680208385,Innocence,"$2,202,382",52,Aug 17,2001
rl3865544193,Novocaine,"$2,036,682",189,Nov 16,2001
rl593135105,In the Bedroom,"$35,930,604","1,103",Nov 23,2001
rl1768261121,Monty Python and the Holy Grail,"$1,827,696",26,Jun 15,2001
rl3362227713,NSync: Bigger Than Live,"$1,808,679",20,Feb 2,2001
rl1129022977,China: The Panda Adventure,"$3,921,642",21,Jun 9,2001
rl21267969,Beauty and the Beast,"$25,487,190",68,Jan 1,2001
rl4048651777,The Endurance,"$2,453,083",40,Oct 5,2001
rl3142616577,Extreme,"$12,475,172",21,Apr 2,2001
rl3779692033,The Business of Strangers,"$1,030,920",60,Dec 7,2001
rl2622457345,Dinner Rush,"$634,566",52,Sep 28,2001
rl609453569,Fat Girl,"$725,854",17,Oct 12,2001
rl644449793,The Other Side of Heaven,"$4,720,371",306,Dec 14,2001
rl995591681,Gosford Park,"$41,308,615",918,Dec 26,2001
rl1531938305,The Devil's Backbone,"$755,249",35,Nov 21,2001
rl2555807233,Haunted Castle,"$13,651,656",10,Feb 23,2001
rl3091826177,Brotherhood of the Wolf,"$11,260,096",405,Jan 11,2001
rl3529344513,Kandahar,"$1,418,314",29,Dec 14,2001
rl1969194497,Lantana,"$4,623,189",108,Dec 14,2001
rl2608301569,Trembling Before G-d,"$788,896",8,Oct 24,2001
rl3678897665,Black Hawk Down,"$108,638,745","3,143",Dec 28,2001
rl2875688449,No Man's Land,"$1,012,153",38,Dec 7,2001
rl90539521,Monster's Ball,"$31,273,922",714,Dec 26,2001
rl408061441,The Fluffer,"$563,373",6,Nov 16,2001
rl642483713,Charlotte Gray,"$741,394",52,Dec 28,2001
rl3445130753,I Am Sam,"$40,311,852","1,450",Dec 28,2001
rl1785759233,"Sobibór, October 14, 1943, 4 p.m.","$41,040",2,Oct 12,2001
rl2421917185,The Independent,"$238,431",11,Nov 30,2001
rl2506655233,Piñero,"$275,171",21,Dec 13,2001
rl1801094657,Iris,"$5,594,617",220,Dec 14,2001
rl2185594369,Baran,"$125,900",9,Dec 7,2001
rl2857076225,Chop Suey,"$179,914",5,Oct 5,2001
rl290752001,The Girl Next Door,"$771,792",5,Apr 14,2001
rl290227713,Dark Blue World,"$258,771",7,Dec 28,2001
rl5670401,Happenstance,"$251,444",7,Nov 2,2001
rl2690549249,Life and Debt,"$263,107",4,Jun 16,2001
rl1784710657,Lush,"$2,763",1,Dec 28,2001
rl1433110017,Harry Potter and the Chamber of Secrets,"$261,988,482","3,682",Nov 15,2002
rl1685161473,Signs,"$227,966,634","3,453",Aug 2,2002
rl342132225,My Big Fat Greek Wedding,"$241,438,208","2,016",Apr 19,2002
rl4032923137,The Lord of the Rings: The Two Towers,"$339,789,881","3,622",Dec 18,2002
rl2974778881,Die Another Day,"$160,942,139","3,377",Nov 22,2002
rl1450870273,xXx,"$142,109,382","3,536",Aug 9,2002
rl1097827841,The Santa Clause 2,"$139,236,327","3,352",Nov 1,2002
rl476874241,The Ring,"$129,128,133","2,927",Oct 18,2002
rl846562817,Sweet Home Alabama,"$127,223,418","3,313",Sep 27,2002
rl3326182913,8 Mile,"$116,750,901","2,585",Nov 8,2002
rl1920173569,Spy Kids 2: Island of Lost Dreams,"$85,846,429","3,307",Aug 7,2002
rl4182083073,Barbershop,"$75,782,105","2,176",Sep 13,2002
rl1416791553,Stuart Little 2,"$64,956,806","3,282",Jul 19,2002
rl2405074433,Jackass: The Movie,"$64,255,312","2,532",Oct 25,2002
rl2672330241,Catch Me If You Can,"$164,615,351","3,225",Dec 25,2002
rl2355136001,Maid in Manhattan,"$94,011,225","3,050",Dec 13,2002
rl511084033,The Tuxedo,"$50,547,998","3,022",Sep 27,2002
rl1568048641,Two Weeks Notice,"$93,354,851","2,755",Dec 20,2002
rl2320401921,Drumline,"$56,399,184","1,837",Dec 13,2002
rl2859697665,Star Trek: Nemesis,"$43,254,409","2,711",Dec 13,2002
rl1129678337,Gangs of New York,"$77,812,000","2,340",Dec 20,2002
rl2759296513,Treasure Planet,"$38,176,783","3,227",Nov 27,2002
rl3109717505,I Spy,"$33,561,137","3,182",Nov 1,2002
rl961906177,Friday After Next,"$33,253,609","1,621",Nov 22,2002
rl3060172289,One Hour Photo,"$31,597,131","1,332",Aug 21,2002
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2002
rl3411379713,Ghost Ship,"$30,113,491","2,787",Oct 25,2002
rl3963848193,Analyze That,"$32,130,627","2,635",Dec 6,2002
rl1179223553,Brown Sugar,"$27,363,891","1,378",Oct 11,2002
rl3078063617,The Transporter,"$25,296,447","2,610",Oct 11,2002
rl1549633025,Jonah: A VeggieTales Movie,"$25,581,229","1,625",Oct 4,2002
rl358123009,The Hot Chick,"$35,081,594","2,246",Dec 13,2002
rl1901168129,Eight Crazy Nights,"$23,586,598","2,503",Nov 27,2002
rl2977662465,The Wild Thornberrys,"$40,108,697","3,012",Dec 20,2002
rl978683393,Frida,"$25,885,000",794,Oct 25,2002
rl829851137,Tuck Everlasting,"$19,161,999","1,460",Oct 11,2002
rl2605811201,Empire,"$17,600,423",869,Dec 6,2002
rl3260515841,Half Past Dead,"$15,567,860","2,113",Nov 15,2002
rl2336654849,Bowling for Columbine,"$21,576,018",248,Oct 11,2002
rl1668318721,Solaris,"$14,973,382","2,406",Nov 27,2002
rl2807137793,The Emperor's Club,"$14,118,751",811,Nov 22,2002
rl125076993,They,"$12,840,842","1,623",Nov 27,2002
rl3478160897,Far from Heaven,"$15,901,849",291,Nov 8,2002
rl561350145,Star Wars: Episode II - Attack of the Clones,"$8,485,488",58,Nov 1,2002
rl2557380097,Shackleton's Antarctic Adventure,"$15,553,324",26,Feb 10,2002
rl1483048449,Moonlight Mile,"$6,835,856",437,Sep 27,2002
rl661882369,Spirited Away,"$10,055,859",714,Sep 20,2002
rl292390401,Real Women Have Curves,"$5,853,194",163,Oct 18,2002
rl3092284929,Extreme Ops,"$4,842,259","1,800",Nov 27,2002
rl291210753,Igby Goes Down,"$4,777,465",156,Sep 13,2002
rl2000717313,Adaptation.,"$22,498,520",672,Dec 6,2002
rl1666287105,The Crime of Padre Amaro,"$5,717,044",137,Nov 15,2002
rl1483638273,Séraphin: un homme et son péché,"$6,749,187",123,Nov 29,2002
rl1197835777,Mostly Martha,"$4,160,475",143,Aug 16,2002
rl644777473,Secretary,"$4,059,680",149,Sep 20,2002
rl2034402817,Antwone Fisher,"$21,078,145","1,021",Dec 19,2002
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2002
rl1816888833,Chicago,"$170,687,518","2,701",Dec 27,2002
rl3762456065,Atanarjuat: The Fast Runner,"$3,789,952",57,Apr 12,2002
rl2138408449,Tadpole,"$2,891,288",180,Jul 19,2002
rl3142616577,Extreme,"$12,475,172",21,Apr 2,2002
rl2555807233,Haunted Castle,"$13,651,656",10,Feb 23,2002
rl2187888129,Pinocchio,"$3,675,719","1,195",Dec 25,2002
rl524322305,About Schmidt,"$65,016,287","1,240",Dec 13,2002
rl1599440385,Galapagos,"$18,630,372",14,Oct 29,2002
rl1044743681,Auto Focus,"$2,063,196",461,Oct 18,2002
rl2691991041,Thrill Ride: The Science of Fun,"$18,798,590",81,Jul 11,2002
rl3747513857,The Lion King,"$15,686,215",66,Dec 27,2002
rl3194979841,Santa vs. the Snowman 3D,"$1,934,053",25,Nov 1,2002
rl3964372481,Cirque du Soleil: Journey of Man,"$15,627,434",22,May 5,2002
rl1148552705,Talk to Her,"$9,285,469",255,Nov 22,2002
rl1245873665,Ararat,"$1,555,959",42,Nov 15,2002
rl2034271745,Across the Sea of Time,"$16,015,639",2,Oct 20,2002
rl1866630657,Apollo 13,"$1,766,621",19,Sep 20,2002
rl3277882881,The Man from Elysian Fields,"$1,435,016",50,Sep 27,2002
rl1129022977,China: The Panda Adventure,"$3,921,642",21,Jun 9,2002
rl2892334593,Standing in the Shadows of Motown,"$1,722,119",59,Nov 15,2002
rl3529344513,Kandahar,"$1,418,314",29,Dec 14,2002
rl2859238913,Roger Dodger,"$1,266,828",61,Oct 25,2002
rl2674558465,Rabbit-Proof Fence,"$6,199,600",153,Nov 27,2002
rl3259008513,Alien Adventure,"$8,959,784",10,Aug 20,2002
rl2993260033,Pandora's Box,"$881,950",42,Aug 9,2002
rl3948774913,Thorns,"$1,041,228",29,Dec 20,2002
rl4218717697,Time Changer,"$1,285,167",169,Oct 25,2002
rl977700353,Bloody Sunday,"$773,228",54,Oct 4,2002
rl592479745,Evelyn,"$1,487,645",137,Dec 13,2002
rl3361506817,Kurosawa & Mifune Festival,"$561,692",5,Jul 26,2002
rl1701348865,Personal Velocity,"$811,299",43,Nov 22,2002
rl491488769,Charly,"$814,666",36,Sep 27,2002
rl1650624001,Metropolis,"$650,422",8,Jul 12,2002
rl2337375745,Encounter in the Third Dimension,"$7,195,792",16,Feb 26,2002
rl2608301569,Trembling Before G-d,"$788,896",8,Oct 24,2002
rl1901626881,The Hours,"$41,675,994","1,010",Dec 27,2002
rl2491123201,Wings of Courage,"$15,054,636",11,Apr 21,2002
rl3796665857,Dekalog,"$655,720",1,Jun 9,2002
rl90342913,Merci pour le Chocolat,"$443,238",8,Jul 31,2002
rl3562767873,In Praise of Love,"$252,074",11,Sep 6,2002
rl2305852929,Sordid Lives,"$1,111,273",8,May 11,2002
rl3193669121,I Am Trying to Break Your Heart,"$445,522",13,Jul 26,2002
rl1212253697,25th Hour,"$13,084,595",495,Dec 19,2002
rl2507638273,The Trials of Henry Kissinger,"$516,726",8,Sep 25,2002
rl2842330625,The Quiet American,"$12,988,801",396,Nov 22,2002
rl3393619457,"The Bread, My Sweet","$1,023,156",8,Jan 18,2002
rl494306817,Tuvalu,"$411,678",8,Apr 27,2002
rl1618511361,The Way Home,"$445,367",20,Nov 15,2002
rl880182785,Tully,"$466,664",13,Nov 1,2002
rl609453569,Fat Girl,"$725,854",17,Oct 12,2002
rl1768261121,Monty Python and the Holy Grail,"$1,827,696",26,Jun 15,2002
rl2001372673,The Cockettes,"$220,165",6,May 10,2002
rl309298689,Saathiya,"$317,564",29,Dec 20,2002
rl2590279169,Narc,"$10,465,659",822,Dec 20,2002
rl4084106753,Shanghai Ghetto,"$712,446",13,Sep 27,2002
rl3510666753,Alias Betty,"$208,400",8,Sep 13,2002
rl3393291777,Seven Samurai,"$271,841",4,Aug 30,2002
rl474187265,All or Nothing,"$201,546",16,Oct 25,2002
rl2876147201,Sex with Strangers,"$254,852",8,Feb 22,2002
rl3329918465,Ziggy Stardust and the Spiders from Mars,"$162,547",5,Jul 10,2002
rl611288577,Russian Ark,"$2,326,979",22,Dec 13,2002
rl2958591489,How I Killed My Father,"$145,396",5,Aug 23,2002
rl2757330433,His Secret Life,"$215,449",4,Sep 20,2002
rl239371777,Beauty and the Beast,"$138,503",3,Jun 21,2002
rl290424321,Derrida,"$157,200",6,Oct 23,2002
rl2758903297,Singin' in the Rain,"$120,420",3,Nov 8,2002
rl1985971713,Lan Yu,"$116,325",3,Jul 3,2002
rl3312158209,The Producers,"$111,866",3,Jun 7,2002
rl3745744385,Tarkovsky At 70,"$177,345",2,Sep 13,2002
rl862619137,Promises,"$247,948",5,Mar 15,2002
rl1481868801,Fidel,"$121,304",2,Oct 18,2002
rl3043526145,The Pianist,"$32,572,577",842,Dec 25,2002
rl2439415297,On Guard,"$97,552",4,Oct 18,2002
rl1935640065,BBC2 Play of the Week: Langrishe Go Down,"$69,338",1,Jul 17,2002
rl4099704321,The Komediant,"$119,506",2,Apr 5,2002
rl543655425,Nicholas Nickleby,"$1,587,173",100,Dec 27,2002
rl1213498881,God Is Great and I'm Not,"$73,181",1,Nov 6,2002
rl2319812097,The Bank,"$88,414",5,Aug 28,2002
rl727090689,Handcart,"$98,666",14,Oct 11,2002
rl2708506113,Songs from the Second Floor,"$80,334",2,Aug 17,2002
rl157713921,O Fantasma,"$126,783",1,Nov 22,2002
rl1498121729,The Children of the Century,"$56,611",5,Sep 13,2002
rl225936897,Tosca,"$69,613",2,Jul 12,2002
rl1415808513,Mark Twain's America in 3D,"$2,297,096",2,Jul 2,2002
rl729318913,Warm Water Under a Red Bridge,"$71,094",4,May 3,2002
rl3177940481,Power and Terror: Noam Chomsky in Our Times,"$290,767",4,Nov 22,2002
rl1097500161,Quai des Orfèvres,"$152,961",2,Oct 25,2002
rl1097172481,Morvern Callar,"$267,907",9,Dec 20,2002
rl3696788993,Hybrid,"$164,386",2,May 10,2002
rl4116940289,Max,"$539,879",37,Dec 27,2002
rl1029342721,Intacto,"$307,333",31,Dec 13,2002
rl610502145,Manna from Heaven,"$505,675",33,Aug 2,2002
rl3959457281,A Grin Without A Cat,"$43,616",1,May 1,2002
rl524649985,Ayurveda: Art of Being,"$32,267",2,Jul 17,2002
rl4115301889,Confessions of a Dangerous Mind,"$16,007,718","1,776",Dec 31,2002
rl2809169409,Sonny,"$30,005",6,Dec 27,2002
rl2657322497,"Massoud, the Afghan","$26,747",1,Dec 4,2002
rl2085783041,Food of Love,"$43,922",4,Oct 25,2002
rl860915201,Etoiles: Dancers of the Paris Opera Ballet,"$46,412",1,Nov 8,2002
rl962627073,Love Liza,"$213,137",10,Dec 30,2002
rl1867482625,Devils on the Doorstep,"$18,944",1,Dec 18,2002
rl3040970241,30 Years to Life,"$103,540",6,Jun 7,2002
rl860063233,All About Lily Chou-Chou,"$26,485",2,Jul 12,2002
rl829654529,Spider,"$1,642,483",54,Dec 20,2002
rl1449100801,Last Dance,"$15,515",1,Jul 12,2002
rl3629680129,Hush!,"$21,278",2,Nov 8,2002
rl426804737,Smokers Only,"$11,871",1,Dec 20,2002
rl3024586241,Blackboards,"$23,520",2,Dec 6,2002
rl1801160193,Il Posto,"$9,080",1,Dec 20,2002
rl1786086913,Take Care of My Cat,"$9,866",2,Oct 18,2002
rl2658502145,Tattoo Bar,"$2,964",1,Jul 5,2002
rl173770241,Ikiru,"$60,239",2,Dec 27,2002
rl4134045185,Pirates of the Caribbean: The Curse of the Black Pearl,"$305,413,918","3,416",Jul 9,2003
rl4251026945,The Lord of the Rings: The Return of the King,"$377,027,325","3,703",Dec 17,2003
rl1263633921,Elf,"$173,398,518","3,381",Nov 7,2003
rl4234380801,The Matrix Revolutions,"$139,313,948","3,502",Nov 5,2003
rl1936950785,Spy Kids 3-D: Game Over,"$111,761,982","3,388",Jul 25,2003
rl4048717313,Freaky Friday,"$110,230,332","3,067",Aug 6,2003
rl4067395073,Scary Movie 3,"$110,003,217","3,505",Oct 24,2003
rl2303231489,The Cat in the Hat,"$101,149,285","3,467",Nov 21,2003
rl1212777985,Brother Bear,"$85,336,277","3,030",Oct 24,2003
rl2439218689,Master and Commander: The Far Side of the World,"$93,927,920","3,101",Nov 14,2003
rl2373289473,The Texas Chainsaw Massacre,"$80,571,655","3,018",Oct 17,2003
rl3782182401,School of Rock,"$81,261,177","2,951",Oct 3,2003
rl2640283137,The Last Samurai,"$111,127,263","2,938",Dec 5,2003
rl2103215617,Kill Bill: Vol. 1,"$70,099,045","3,102",Oct 10,2003
rl2690024961,The Haunted Mansion,"$75,847,266","3,122",Nov 26,2003
rl1299219969,Something's Gotta Give,"$124,728,738","2,876",Dec 12,2003
rl844596737,Gothika,"$59,694,580","2,382",Nov 21,2003
rl3798042113,Love Actually,"$59,696,144","1,714",Nov 7,2003
rl239830529,Cheaper by the Dozen,"$138,614,544","3,307",Dec 25,2003
rl1214547457,Mystic River,"$90,135,191","1,581",Oct 8,2003
rl1078298113,Bad Santa,"$60,060,328","2,540",Nov 26,2003
rl2188805633,Underworld,"$51,970,690","2,928",Sep 19,2003
rl2204796417,Radio,"$52,333,738","3,074",Oct 24,2003
rl946832897,Runaway Jury,"$49,443,628","2,815",Oct 17,2003
rl4168517121,Under the Tuscan Sun,"$43,610,723","1,701",Sep 26,2003
rl2087290369,Out of Time,"$41,088,845","3,076",Oct 3,2003
rl409306625,Mona Lisa Smile,"$63,860,942","2,714",Dec 19,2003
rl4065625601,Good Boy,"$37,667,746","3,225",Oct 10,2003
rl3311044097,Jeepers Creepers 2,"$35,667,218","3,124",Aug 29,2003
rl391808513,Intolerable Cruelty,"$35,327,628","2,570",Oct 10,2003
rl2388755969,Lost in Translation,"$44,585,453",882,Sep 12,2003
rl1212843521,Cold Mountain,"$95,636,509","2,802",Dec 25,2003
rl945325569,Honey,"$30,308,417","1,972",Dec 5,2003
rl1215464961,Stuck on You,"$33,832,741","3,007",Dec 12,2003
rl3730998785,The Missing,"$27,011,180","2,756",Nov 26,2003
rl879265281,Paycheck,"$53,790,451","2,762",Dec 25,2003
rl1600685569,Peter Pan,"$48,462,608","2,813",Dec 25,2003
rl3043067393,Looney Tunes: Back in Action,"$20,991,364","2,903",Nov 14,2003
rl4067722753,Timeline,"$19,481,943","2,787",Nov 26,2003
rl3496052225,Love Don't Cost a Thing,"$21,924,226","1,844",Dec 12,2003
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2003
rl3881141761,Ghosts of the Abyss,"$17,040,871",97,Apr 11,2003
rl2437907969,Dirty Pretty Things,"$8,112,414",493,Jul 18,2003
rl291472897,Seducing Doctor Lewis,"$9,354,342",80,Jul 11,2003
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2003
rl1547798017,21 Grams,"$16,290,476",411,Nov 21,2003
rl2253948417,The Human Stain,"$5,381,908",388,Oct 31,2003
rl289900033,Big Fish,"$66,809,693","2,514",Dec 10,2003
rl3695937025,City of God,"$7,564,459",242,Jan 17,2003
rl2574484993,The Station Agent,"$5,739,376",198,Oct 3,2003
rl2975565313,In America,"$15,539,656",403,Nov 26,2003
rl326010369,The Secret Lives of Dentists,"$3,707,346",181,Aug 1,2003
rl1029146113,The Visual Bible: The Gospel of John,"$4,069,090",113,Sep 26,2003
rl1280869889,House of Sand and Fog,"$13,040,288",598,Dec 19,2003
rl3094316545,Santa vs. the Snowman 3D,"$3,045,032",46,Oct 31,2003
rl2555807233,Haunted Castle,"$13,651,656",10,Feb 23,2003
rl2758313473,Pieces of April,"$2,528,664",101,Oct 17,2003
rl4000220673,Shattered Glass,"$2,220,008",215,Oct 31,2003
rl3663562241,Kal ho naa ho,"$1,991,922",52,Nov 26,2003
rl1599440385,Galapagos,"$18,630,372",14,Oct 29,2003
rl694650369,Red Nose,"$2,004,814",90,Nov 28,2003
rl827164161,The Cooler,"$8,291,572",408,Nov 26,2003
rl1886160385,Rivers and Tides: Andy Goldsworthy Working with Time,"$2,200,276",15,Jun 26,2003
rl1414628865,Elephant,"$1,266,955",38,Oct 24,2003
rl3024717313,Bubba Ho-Tep,"$1,239,183",25,Sep 19,2003
rl1195804161,"The Book of Mormon Movie, Volume 1: The Journey","$1,680,020",38,Sep 12,2003
rl893945345,Calendar Girls,"$31,041,759",967,Dec 19,2003
rl3964372481,Cirque du Soleil: Journey of Man,"$15,627,434",22,May 5,2003
rl576620033,The Legend of Johnny Lingo,"$1,690,767",63,Aug 29,2003
rl2255980033,The Triplets of Belleville,"$7,007,149",463,Nov 26,2003
rl4051338753,The Young Black Stallion,"$6,751,389",51,Dec 25,2003
rl3932784129,Party Monster,"$742,898",13,Aug 29,2003
rl1129022977,China: The Panda Adventure,"$3,921,642",21,Jun 9,2003
rl3393619457,"The Bread, My Sweet","$1,023,156",8,Jan 18,2003
rl4198860289,The Barbarian Invasions,"$3,435,749",139,Nov 21,2003
rl106202625,Girl with a Pearl Earring,"$11,670,971",402,Dec 12,2003
rl3982067201,The Holy Land,"$603,520",17,Jul 11,2003
rl2638841345,Bugs!,"$19,063,544",33,Mar 12,2003
rl1397589505,The Cremaster Cycle,"$514,622",7,Apr 25,2003
rl3413411329,To Be and to Have,"$777,129",14,Sep 19,2003
rl1450739201,The Weather Underground,"$564,632",14,Jun 4,2003
rl73500161,LOC: Kargil,"$621,103",58,Dec 25,2003
rl3645343233,Blizzard,"$504,600",136,Dec 12,2003
rl610502145,Manna from Heaven,"$505,675",33,Aug 2,2003
rl2473887233,Tibet: Cry of the Snow Lion,"$578,241",15,Sep 19,2003
rl1632929281,The Piano Player,"$585,604",16,Jun 20,2003
rl1866630657,Apollo 13,"$1,766,621",19,Sep 20,2003
rl476349953,My Architect,"$2,750,707",39,Nov 12,2003
rl2708571649,The Singing Detective,"$337,174",46,Oct 24,2003
rl859997697,The Animation Show,"$366,344",10,Sep 5,2003
rl2337375745,Encounter in the Third Dimension,"$7,195,792",16,Feb 26,2003
rl1447462401,Bonhoeffer,"$296,181",7,Jun 20,2003
rl2675148289,The Statement,"$765,637",51,Dec 12,2003
rl441419265,Demonlover,"$232,044",15,Sep 19,2003
rl541230593,Annie Brocoli dans les fonds marins,"$374,360",55,Dec 19,2003
rl2625275393,Yossi & Jagger,"$267,005",6,Sep 24,2003
rl240289281,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,"$4,198,566",261,Dec 19,2003
rl609388033,The Flower of Evil,"$182,163",16,Oct 10,2003
rl341083649,The Girl from Paris,"$183,266",5,Mar 21,2003
rl1584760321,Taking Sides,"$188,952",9,Sep 5,2003
rl3846211073,Alexandra's Project,"$752,148",29,Dec 19,2003
rl2489746945,On_Line,"$167,102",7,Jun 27,2003
rl3947464193,Bus 174,"$217,201",5,Oct 8,2003
rl124093953,Monster,"$34,469,210","1,093",Dec 24,2003
rl2372634113,Pride and Prejudice,"$377,271",20,Dec 5,2003
rl2320139777,The Company,"$2,283,914",55,Dec 25,2003
rl1651410433,September 11,"$127,035",6,Jul 18,2003
rl2104985089,Touchez Pas au Grisbi,"$131,548",2,Sep 5,2003
rl2908063233,The Gatekeeper,"$312,434",3,Apr 25,2003
rl1011189249,Autumn Spring,"$96,269",5,Aug 22,2003
rl3259008513,Alien Adventure,"$8,959,784",10,Aug 20,2003
rl2689697281,Emerald Cowboy,"$101,358",6,Sep 19,2003
rl1900185089,Anything But Love,"$81,451",16,Nov 14,2003
rl3044050433,The Son,"$70,262",3,Jan 10,2003
rl862291457,Modern Times,"$163,577",7,Dec 26,2003
rl1768261121,Monty Python and the Holy Grail,"$1,827,696",26,Jun 15,2003
rl2924578305,The Embalmer,"$56,878",2,Jul 18,2003
rl3394668033,The Hebrew Hammer,"$82,157",8,Dec 19,2003
rl712017409,Mga munting tinig,"$69,739",6,Oct 10,2003
rl1464370689,Carnage,"$60,158",6,Sep 5,2003
rl2673509889,I Vitelloni,"$116,428",3,Nov 14,2003
rl2034271745,Across the Sea of Time,"$16,015,639",2,Oct 20,2003
rl2070185473,My Flesh and Blood,"$40,573",7,Nov 28,2003
rl408192513,Girlhood,"$37,977",3,Oct 29,2003
rl2188936705,What Alice Found,"$67,436",3,Dec 5,2003
rl4015752705,In My Skin,"$31,046",3,Nov 7,2003
rl3094513153,Suddenly,"$44,806",3,Aug 27,2003
rl1684506113,9 Dead Gay Guys,"$26,377",2,Oct 17,2003
rl1869317633,Glowing Eyes,"$31,653",2,Oct 10,2003
rl1752794625,Venus Boyz,"$18,515",1,Aug 22,2003
rl3127084545,Martin & Orloff,"$34,222",2,Nov 7,2003
rl896435713,Seaside,"$15,290",1,Aug 6,2003
rl4030760449,AKA,"$49,988",3,Dec 12,2003
rl1567327745,Postmen in the Mountains,"$203,975",7,Dec 25,2003
rl3529606657,Love Forbidden,"$11,421",1,Nov 7,2003
rl2472052225,Hukkle,"$53,715",4,Nov 14,2003
rl3959457281,A Grin Without A Cat,"$43,616",1,May 1,2003
rl3629811201,Japanese Story,"$647,054",21,Dec 31,2003
rl3547497985,Suspended Animation,"$8,169",3,Oct 31,2003
rl2437121537,American Storytellers,"$24,082",1,Nov 7,2003
rl3528033793,The Butterfly,"$38,438",2,Dec 19,2003
rl642156033,Blue Gate Crossing,"$6,242",1,Nov 21,2003
rl2355267073,Millennium Mambo,"$14,904",1,Dec 31,2003
rl2807793153,The Incredibles,"$261,441,092","3,933",Nov 5,2004
rl3933111809,Shark Tale,"$160,861,908","4,070",Oct 1,2004
rl292259329,The Polar Express,"$162,775,358","3,650",Nov 10,2004
rl2321843713,National Treasure,"$173,008,894","3,243",Nov 19,2004
rl862094849,Meet the Fockers,"$279,261,160","3,554",Dec 22,2004
rl426149377,Ocean's Twelve,"$125,544,280","3,290",Dec 10,2004
rl358516225,Lemony Snicket's A Series of Unfortunate Events,"$118,634,549","3,623",Dec 17,2004
rl175343105,The SpongeBob SquarePants Movie,"$85,417,988","3,307",Nov 19,2004
rl1046447617,Ladder 49,"$74,541,707","3,261",Oct 1,2004
rl2806744577,Christmas with the Kranks,"$73,780,539","3,416",Nov 24,2004
rl695043585,Ray,"$75,331,600","2,474",Oct 29,2004
rl3984295425,Without a Paddle,"$58,169,327","2,756",Aug 20,2004
rl4167992833,Shall We Dance,"$57,890,460","2,542",Oct 15,2004
rl2168948225,Blade: Trinity,"$52,411,906","2,912",Dec 8,2004
rl2556724737,Napoleon Dynamite,"$44,540,956","1,027",Jun 11,2004
rl357139969,Bridget Jones: The Edge of Reason,"$40,226,215","2,473",Nov 12,2004
rl2423621121,Taxi,"$36,611,066","3,001",Oct 6,2004
rl3812656641,Alexander,"$34,297,191","2,445",Nov 24,2004
rl2188740097,Team America: World Police,"$32,786,074","2,620",Oct 15,2004
rl2822800897,After the Sunset,"$28,331,233","2,819",Nov 12,2004
rl3008726529,Garden State,"$26,782,316",813,Jul 28,2004
rl3648030209,Spanglish,"$42,726,869","2,587",Dec 17,2004
rl542344705,Fat Albert,"$48,116,322","2,744",Dec 25,2004
rl373982721,Closer,"$33,987,757","1,098",Dec 3,2004
rl742753793,The Aviator,"$102,610,330","2,530",Dec 17,2004
rl2740160001,Finding Neverland,"$51,680,613","1,411",Nov 12,2004
rl1785824769,Sideways,"$71,503,593","1,786",Oct 22,2004
rl2439284225,NASCAR: The IMAX Experience,"$21,583,831",73,Mar 12,2004
rl2875557377,The Motorcycle Diaries,"$16,781,387",272,Sep 24,2004
rl861046273,Flight of the Phoenix,"$21,009,180","2,604",Dec 17,2004
rl3678438913,Alfie,"$13,399,812","2,215",Nov 5,2004
rl1214809601,The Phantom of the Opera,"$51,268,815","1,515",Dec 22,2004
rl5015041,Darkness,"$22,163,442","1,718",Dec 25,2004
rl375096833,I Heart Huckabees,"$12,785,432",901,Oct 1,2004
rl3026093569,The Life Aquatic with Steve Zissou,"$24,020,403","1,105",Dec 10,2004
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2004
rl3765995009,What the #$*! Do We (K)now!?,"$10,942,306",146,Feb 6,2004
rl2638841345,Bugs!,"$19,063,544",33,Mar 12,2004
rl2841413121,Kinsey,"$10,254,979",588,Nov 12,2004
rl4051338753,The Young Black Stallion,"$6,751,389",51,Dec 25,2004
rl1095206401,Birth,"$5,095,038",550,Oct 29,2004
rl1398310401,House of Flying Daggers,"$11,050,094","1,189",Dec 3,2004
rl1262781953,Being Julia,"$7,739,049",328,Oct 15,2004
rl2121893377,Veer-Zaara,"$2,938,532",88,Nov 11,2004
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2004
rl1698727425,Adrenaline Rush: The Science of Risk,"$10,994,028",17,Oct 18,2004
rl2120910337,Pulse: A Stomp Odyssey,"$10,086,514",16,Oct 11,2004
