bom_id,title,total_gross,theaters,release_date,year
rl1635157505,Two Lives,22620,1,2014-02-28,2014
rl139953665,Grand Piano,22555,10,2014-03-07,2014
rl3882059265,May in the Summer,22004,8,2014-08-22,2014
rl4818433,Bright Days Ahead,21770,6,2014-04-25,2014
rl476218881,Memphis,21286,5,2014-09-05,2014
rl291407361,Lekar Hum Deewana Dil,20874,50,2014-07-04,2014
rl1767343617,The Great Flood,20694,1,2014-01-08,2014
rl3645670913,The Decent One,21327,2,2014-10-01,2014
rl1064273409,Run & Jump,20061,3,2014-01-24,2014
rl3530130945,The Past is a Grotesque Animal,20056,10,2014-06-16,2014
rl2505541121,Guardian Angel,19480,2,2014-10-17,2014
rl2741536257,A Picture of You,19480,1,2014-06-20,2014
rl779716097,Uzumasa Limelight,19597,13,2014-12-05,2014
rl1533576705,Peter Brook: The Tightrope,19365,2,2014-01-31,2014
rl75007489,Watchers of the Sky,19339,4,2014-10-17,2014
rl1683785217,The Kill Team,18983,2,2014-07-25,2014
rl1635485185,Why Don't You Play in Hell?,28534,11,2014-11-07,2014
rl1031046657,Test,18823,6,2014-06-06,2014
rl2608170497,Tasting Menu,18686,5,2014-04-18,2014
rl1484162561,Two Night Stand,18612,5,2014-09-26,2014
rl3697903105,The Passionate Thief,31539,2,2014-12-05,2014
rl1094813185,"Two Days, One Night",1436243,120,2014-12-24,2014
rl58426881,Who is Dayani Cristal?,18190,2,2014-04-25,2014
rl1163757057,Journey to the West,18058,7,2014-03-07,2014
rl242714113,Tosca's Kiss,18236,2,2014-06-06,2014
rl928810497,Kelly & Cal,17702,6,2014-09-05,2014
rl3227092481,The Homestretch,17306,1,2014-09-12,2014
rl1567852033,Stand Clear of the Closing Doors,17282,3,2014-05-23,2014
rl4000024065,The Principle,89543,3,2014-10-24,2014
rl4228609,Accident,17161,1,2014-05-23,2014
rl1229620737,Cold Comes the Night,16971,21,2014-01-10,2014
rl441878017,Hank and Asha,16878,2,2014-04-11,2014
rl4098459137,Burning Bush,16731,2,2014-06-11,2014
rl208635393,The Sacrifice,20945,2,2014-11-12,2014
rl2606794241,Magician: The Astonishing Life and Work of Orson Welles,16400,2,2014-12-10,2014
rl1247708673,Levitated Mass,16086,3,2014-09-05,2014
rl4249191937,Barefoot,15071,18,2014-02-21,2014
rl442009089,Horses of God,14817,2,2014-05-14,2014
rl2791278081,Last Passenger,14806,10,2014-04-25,2014
rl1632667137,Exhibition,14344,1,2014-06-20,2014
rl289506817,13 Sins,13809,45,2014-04-18,2014
rl2641069569,The Pretty One,13769,5,2014-02-07,2014
rl1584432641,Sol LeWitt,13146,2,2014-05-07,2014
rl1364428289,Fifi Howls from Happiness,13614,2,2014-08-08,2014
rl2354349569,War of the Worlds: Goliath,13385,18,2014-03-07,2014
rl1214350849,A Long Way Down,13347,5,2014-07-11,2014
rl373851649,Camp X-Ray,13302,7,2014-10-17,2014
rl1212974593,Days and Nights,13243,1,2014-09-26,2014
rl829130241,The Pleasures of Being Out of Step,13137,2,2014-05-16,2014
rl310216193,On Tour with Pina Bausch,18016,2,2014-04-04,2014
rl3225454081,Alien Abduction,12897,13,2014-04-04,2014
rl2499905025,NightLights,21147,6,2014-08-29,2014
rl2533459457,Coming Up Roses,20567,4,2014-02-14,2014
rl3429926401,Special ID,12666,10,2014-03-07,2014
rl826770945,Bhopal: A Prayer for Rain,12628,2,2014-11-07,2014
rl4215703041,Boy Meets Girl,12589,1,2014-08-08,2014
rl3898443265,K2: Siren of the Himalayas,12959,2,2014-08-22,2014
rl1953990145,Touch the Wall,12156,2,2014-11-28,2014
rl3279652353,Wolves,12139,12,2014-11-14,2014
rl3747317249,In No Great Hurry: 13 Lessons in Life with Saul Leiter,12133,4,2014-01-03,2014
rl1333102081,A Tale of Winter,23268,3,2014-12-19,2014
rl3578955265,The French Minister,12027,1,2014-03-21,2014
rl1684243969,Queen Margot,12005,1,2014-05-09,2014
rl2303755777,Falcon Rising,11774,10,2014-09-05,2014
rl341935617,Living Is Easy with Eyes Closed,11600,1,2014-06-27,2014
rl3917121025,You're Not You,11486,5,2014-10-10,2014
rl1834452481,The Great Invisible,11428,5,2014-10-29,2014
rl3025372673,The Final Member,11428,10,2014-04-18,2014
rl1497597441,The Amazing Catfish,11342,3,2014-06-13,2014
rl2281801217,History of Jazz: Oxygen for the Ears,23048,5,2014-10-24,2014
rl4199515649,Dishkiyaoon,11288,11,2014-03-28,2014
rl258704897,Policeman,11263,2,2014-06-13,2014
rl828933633,PAY 2 PLAY: Democracy's High Stakes,11021,2,2014-09-05,2014
rl3261629953,The Players,10854,50,2014-04-04,2014
rl2202174977,As It Is in Heaven,10850,2,2014-07-18,2014
rl2456258049,"Norte, the End of History",10457,2,2014-06-20,2014
rl2152826369,The Endless Summer,10233,32,2014-07-23,2014
rl1665435137,Before I Disappear,10078,5,2014-11-28,2014
rl3965552129,Kabbalah Me,9816,2,2014-08-22,2014
rl1348699649,Marius,9781,2,2014-07-04,2014
rl2121434625,Stray Dogs,10433,3,2014-09-12,2014
rl745113089,On the Other Side of the Tracks,9572,50,2014-04-04,2014
rl1868072449,In the House of Flies,9480,4,2014-05-09,2014
rl2255128065,Radio Free Albemuth,9365,10,2014-06-27,2014
rl2438891009,Life of Riley,11616,1,2014-10-24,2014
rl1012434433,Honeymoon,9318,3,2014-09-12,2014
rl158303745,The Sacrament,9221,5,2014-06-06,2014
rl692618753,The Cabinet of Dr. Caligari,8811,1,2014-10-31,2014
rl3796928001,Fanny,8735,2,2014-07-25,2014
rl2806679041,Comet,8623,8,2014-12-05,2014
rl1365542401,The Mystery of Happiness,8528,2,2014-09-12,2014
rl2775221761,The Quitter,8512,1,2014-09-12,2014
rl21530113,Canopy,8462,5,2014-08-29,2014
rl4425217,Almost Human,8447,5,2014-02-21,2014
rl1684899329,Red Hollywood,8426,1,2014-08-15,2014
rl3412166145,Love is in the Air,8425,6,2014-01-31,2014
rl209487361,Eternity: The Movie,8350,1,2014-10-17,2014
rl2471593473,The Empty Hours,8244,3,2014-07-11,2014
rl1884587521,Gladiators of Rome,8201,11,2014-11-11,2014
rl2134935041,Actress,19365,4,2014-11-07,2014
rl895976961,Next Year Jerusalem,8093,2,2014-05-16,2014
rl460097025,Rigor Mortis,7865,10,2014-06-06,2014
rl1312982529,Archipelago,7791,1,2014-06-27,2014
rl2505082369,Faith Connections,9111,2,2014-09-12,2014
rl2924119553,Come Back to Me,7744,10,2014-07-25,2014
rl1046185473,Iceman,7679,6,2014-09-19,2014
rl2857862657,Gringo Trails,8349,2,2014-04-19,2014
rl1029801473,The Little Bedroom,7440,3,2014-09-26,2014
rl711820801,Raze,7429,2,2014-01-10,2014
rl4031415809,Concerning Violence,12680,2,2014-12-05,2014
rl3545794049,I Am Ali,7205,11,2014-10-10,2014
rl1866892801,The Strange Color of Your Body's Tears,7182,3,2014-08-29,2014
rl775980545,ABCs of Death 2,7171,17,2014-10-31,2014
rl1685292545,Stage Fright,7078,11,2014-05-09,2014
rl913016321,Plot for Peace,7051,2,2014-10-31,2014
rl1517913601,Very Good Girls,6940,9,2014-07-25,2014
rl2516682241,The Olivia Experiment,15122,6,2014-08-22,2014
rl3194455553,"No God, No Master",6796,5,2014-03-28,2014
rl1698989569,Before You Know It,6717,3,2014-05-30,2014
rl2893776385,Will You Still Love Me Tomorrow?,6694,3,2014-01-17,2014
rl2271774209,Pioneer,6871,3,2014-12-05,2014
rl675317249,Aatsinki: The Story of Arctic Cowboys,6601,2,2014-01-24,2014
rl2573108737,Life of a King,6547,16,2014-01-17,2014
rl459113985,Jews of Egypt,6505,2,2014-03-28,2014
rl3748496897,Revenge of the Mekons,11861,3,2014-10-29,2014
rl3143796225,The Adventurer: The Curse of the Midas Box,6399,82,2014-01-10,2014
rl1264289281,The Immortalists,9331,3,2014-11-26,2014
rl3831596545,Love & Air Sex,6047,1,2014-02-07,2014
rl2673772033,Life Partners,8265,3,2014-12-05,2014
rl4249388545,Cavemen,5948,12,2014-02-07,2014
rl1314227713,Gang of Ghosts,5906,20,2014-03-21,2014
rl208832001,The Strange Little Cat,5885,1,2014-08-01,2014
rl2254145025,Infliction,5875,2,2014-03-16,2014
rl1329694209,"2 Autumns, 3 Winters",5819,1,2014-06-06,2014
rl1699710465,The Devil's Hand,5746,17,2014-10-10,2014
rl2557052417,Papirosen,5658,1,2014-01-24,2014
rl173835777,Kid Cannabis,5565,1,2014-04-18,2014
rl1498777089,Gabrielle,5534,1,2014-04-18,2014
rl1028818433,Flex Is Kings,5418,1,2014-04-04,2014
rl2338752001,The Only Real Game,5384,1,2014-03-07,2014
rl3429336577,Return to Nuke 'Em High Volume 1,5122,1,2014-01-10,2014
rl3379660289,The Sleepwalker,5012,1,2014-11-21,2014
rl3361441281,Inside the Mind of Leonardo,10600,5,2014-12-19,2014
rl4050093569,Nothing Bad Can Happen,4870,8,2014-06-27,2014
rl3277293057,"Half The Road: The Passion, Pitfalls & Power of Women's Professional Cycling",4783,2,2014-04-18,2014
rl4232873473,Death Metal Angola,4674,1,2014-11-07,2014
rl577799681,Smiling Through the Apocalypse,4560,1,2014-09-12,2014
rl3547760129,Unrelated,4529,1,2014-06-27,2014
rl997623297,The Truth About Emanuel,4404,11,2014-01-10,2014
rl910329345,Anna,4288,15,2014-06-06,2014
rl73631233,Manuscripts Don't Burn,6295,2,2014-07-25,2014
rl3813836289,Free the Nipple,4198,1,2014-12-12,2014
rl1717077505,Thunder and the House of Magic,4091,10,2014-09-05,2014
rl2321581569,Maidan,3909,1,2014-12-12,2014
rl3276047873,Beyond Outrage,3878,1,2014-01-03,2014
rl611681793,Swim Little Fish Swim,3877,2,2014-09-19,2014
rl4049176065,Hollidaysburg,3861,1,2014-09-19,2014
rl276465153,The Word,3648,1,2014-03-14,2014
rl745702913,Stop The Pounding Heart,3642,1,2014-09-19,2014
rl1482262017,Hide Your Smiling Faces,3576,1,2014-03-28,2014
rl1968211457,Evolution of a Criminal,3568,1,2014-10-10,2014
rl123831809,Locker 13,3496,3,2014-03-28,2014
rl3747055105,The Hacker Wars,3470,1,2014-10-17,2014
rl2973795841,Aftermath,3451,1,2014-11-28,2014
rl2875098625,Life's a Breeze,3450,2,2014-09-19,2014
rl2806023681,Age of Uprising: The Legend of Michael Kohlhaas,3313,4,2014-05-30,2014
rl4183066113,Goodbye to All That,16986,3,2014-12-17,2014
rl22316545,The Girl on the Train,3124,2,2014-07-04,2014
rl225543681,Showrunners: The Art of Running a TV Show,3100,1,2014-10-31,2014
rl3900212737,What Now? Remind Me,3089,1,2014-08-08,2014
rl777225729,Fatal Assistance,3000,1,2014-02-28,2014
rl1383695873,V/H/S Viral,2756,5,2014-11-21,2014
rl2588378625,Black Out,2734,10,2014-02-21,2014
rl3648292353,Tip Top,6050,1,2014-12-12,2014
rl56788481,Mercedes Sosa: The Voice of Latin America,2648,1,2014-01-24,2014
rl1164805633,Refuge,2631,1,2014-03-28,2014
rl2522580481,Indigo Children,2621,1,2014-01-17,2014
rl3898246657,Jake Squared,2592,1,2014-08-15,2014
rl3747841537,McCanick,2572,8,2014-03-21,2014
rl274433537,"If You Don't, I Will",9719,1,2014-12-17,2014
rl4168713729,The Wait,2480,3,2014-01-10,2014
rl644515329,The Protector 2,2463,1,2014-05-02,2014
rl290489857,Evergreen: The Road to Legalization,2363,3,2014-06-13,2014
rl929400321,Moebius,2340,1,2014-08-01,2014
rl3747776001,Missionary,2120,10,2014-10-31,2014
rl443319809,The Right Kind of Wrong,2098,1,2014-03-14,2014
rl3745547777,Algorithms,2021,1,2014-10-17,2014
rl1937147393,Two-Bit Waltz,2540,3,2014-10-24,2014
rl4217734657,Mr. Pip,1714,10,2014-11-07,2014
rl1583711745,More Than the Rainbow,1677,1,2014-05-02,2014
rl2725414401,Summer in February,1624,1,2014-01-17,2014
rl3245180417,Rhymes for Young Ghouls,1529,3,2014-10-24,2014
rl1600882177,Postman Pat: The Movie,1519,2,2014-06-27,2014
rl2406516225,Souldier,1500,2,2014-02-21,2014
rl4268393985,Ragnarok,1369,2,2014-08-22,2014
rl1652000257,The Tower,1117,1,2014-11-07,2014
rl2084734465,Anything for Alice,1092,1,2014-12-17,2014
rl1366853121,We Are the Giant,1088,2,2014-12-12,2014
rl3746137601,The Butterfly Room,1081,1,2014-04-11,2014
rl659523073,Demi-soeur,943,1,2014-02-07,2014
rl359171585,A People Uncounted,930,1,2014-05-16,2014
rl4217013761,Jackpot,806,2,2014-06-27,2014
rl525829633,Grand départ,677,1,2014-05-23,2014
rl4101080577,Skinless,400,1,2014-03-08,2014
rl2371716609,Jurassic World,652270625,4291,2015-06-12,2015
rl2691925505,Star Wars: Episode VII - The Force Awakens,936662225,4134,2015-12-18,2015
rl675644929,Avengers: Age of Ultron,459005868,4276,2015-05-01,2015
rl4016604673,Inside Out,356461711,4158,2015-06-19,2015
rl1045661185,Furious 7,353007020,4022,2015-04-03,2015
rl2271380993,Minions,336045770,4311,2015-07-10,2015
rl4032333313,The Hunger Games: Mockingjay - Part 2,281723902,4175,2015-11-20,2015
rl3496969729,The Martian,228433663,3854,2015-10-02,2015
rl4165699073,Cinderella,201151353,3848,2015-03-13,2015
rl1363576321,Spectre,200074609,3929,2015-11-06,2015
rl1382188545,Mission: Impossible - Rogue Nation,195042377,3988,2015-07-31,2015
rl3932718593,Pitch Perfect 2,184296230,3660,2015-05-15,2015
rl88245761,Ant-Man,180202163,3868,2015-07-17,2015
rl1968604673,Home,177397510,3801,2015-03-27,2015
rl257459713,Hotel Transylvania 2,169700110,3768,2015-09-25,2015
rl3980494337,Fifty Shades of Grey,166167230,3655,2015-02-13,2015
rl158565889,The SpongeBob Movie: Sponge Out of Water,162994032,3680,2015-02-06,2015
rl292718081,Straight Outta Compton,161197785,3142,2015-08-14,2015
rl1433372161,San Andreas,155190832,3812,2015-05-29,2015
rl1851098625,Mad Max: Fury Road,153636354,3722,2015-05-15,2015
rl1012565505,The Divergent Series: Insurgent,130179072,3875,2015-03-20,2015
rl493782529,Kingsman: The Secret Service,128261724,3282,2015-02-13,2015
rl778601985,The Peanuts Movie,130178411,3902,2015-11-06,2015
rl3513943553,Spy,110825712,3715,2015-06-05,2015
rl3999827457,The Good Dinosaur,123087120,3749,2015-11-25,2015
rl3128395265,Trainwreck,110212700,3171,2015-07-17,2015
rl1598916097,Creed,109767581,3502,2015-11-25,2015
rl2051114497,Tomorrowland,93436322,3972,2015-05-22,2015
rl4283794945,Get Hard,90411453,3212,2015-03-27,2015
rl3447031297,Terminator Genisys,89760956,3783,2015-07-01,2015
rl1668646401,Taken 3,89256424,3594,2015-01-09,2015
rl3647178241,Maze Runner: The Scorch Trials,81697192,3792,2015-09-18,2015
rl2272626177,Ted 2,81476385,3448,2015-06-26,2015
rl3277096449,Goosebumps,80080379,3618,2015-10-16,2015
rl3832055297,Pixels,78747585,3723,2015-07-24,2015
rl1466533377,Paddington,76271832,3355,2015-01-16,2015
rl861570561,The Intern,75764672,3320,2015-09-25,2015
rl3345581569,Paul Blart: Mall Cop 2,71038190,3633,2015-04-17,2015
rl1313506817,Bridge of Spies,72313754,2873,2015-10-16,2015
rl477660673,War Room,67790117,1945,2015-08-28,2015
rl2640348673,Magic Mike XXL,66013057,3376,2015-07-01,2015
rl239502849,The Visit,65206105,3148,2015-09-11,2015
rl8226305,Daddy's Home,150357137,3483,2015-12-25,2015
rl761038337,The Wedding Ringer,64460211,3003,2015-01-16,2015
rl159090177,Black Mass,62575678,3188,2015-09-18,2015
rl3445917185,Vacation,58884188,3430,2015-07-29,2015
rl2020115969,The Perfect Guy,57027435,2230,2015-09-11,2015
rl3864036865,Fantastic Four,56117548,4004,2015-08-07,2015
rl1782810113,Alvin and the Chipmunks: The Road Chip,85886987,3705,2015-12-18,2015
rl189957633,Focus,53862963,3323,2015-02-27,2015
rl3899688449,Southpaw,52421953,2772,2015-07-24,2015
rl3462104577,Insidious: Chapter 3,52218558,3014,2015-06-05,2015
rl4016342529,Sisters,87044645,2978,2015-12-18,2015
rl74155521,Poltergeist,47425125,3242,2015-05-22,2015
rl2304607745,Jupiter Ascending,47387723,3181,2015-02-06,2015
rl1903265281,Sicario,46889293,2620,2015-09-18,2015
rl2994112001,The Man from U.N.C.L.E.,45445109,3673,2015-08-14,2015
rl3496183297,"McFarland, USA",44482410,2792,2015-02-20,2015
rl205948417,The Gift,43787265,2503,2015-08-07,2015
rl525370881,Everest,43482270,3009,2015-09-18,2015
rl1585088001,The Night Before,43047372,2960,2015-11-20,2015
rl4133717505,Max,42656255,2870,2015-06-26,2015
rl2705360385,The Age of Adaline,42629776,3070,2015-04-24,2015
rl4015818241,Krampus,42725475,2919,2015-12-04,2015
rl1600226817,The Longest Ride,37446117,3371,2015-04-10,2015
rl4182148609,The Boy Next Door,35423380,2615,2015-01-23,2015
rl3177809409,Pan,35088320,3515,2015-10-09,2015
rl3917186561,Hot Pursuit,34580201,3037,2015-05-08,2015
rl3897460225,The DUFF,34030343,2622,2015-02-20,2015
rl981108225,Woman in Gold,33307793,2011,2015-04-01,2015
rl2185528833,The Second Best Exotic Marigold Hotel,33078266,2022,2015-03-06,2015
rl3763176961,Unfriended,32482090,2775,2015-04-17,2015
rl3679553025,Entourage,32363404,3108,2015-06-03,2015
rl2791933441,Paper Towns,32000304,3031,2015-07-24,2015
rl709592577,Chappie,31569268,3201,2015-03-06,2015
rl1330480641,Crimson Peak,31090320,2991,2015-10-16,2015
rl3547956737,A Walk in the Woods,29504281,2158,2015-09-02,2015
rl3093136897,Joy,56451232,2924,2015-12-25,2015
rl2607908353,Sinister 2,27740955,2799,2015-08-21,2015
rl2271184385,The Last Witch Hunter,27367660,3082,2015-10-23,2015
rl189629953,No Escape,27288872,3415,2015-08-26,2015
rl1047299585,Ricki and the Flash,26822144,2064,2015-08-07,2015
rl947553793,The Woman in Black 2: Angel of Death,26501323,2602,2015-01-02,2015
rl3261892097,Run All Night,26461644,3171,2015-03-13,2015
rl3514664449,Love the Coopers,26302731,2603,2015-11-13,2015
rl7570945,Spotlight,45055776,1227,2015-11-06,2015
rl3680470529,The Lazarus Effect,25801570,2666,2015-02-27,2015
rl1481672193,Ex Machina,25442958,2004,2015-04-10,2015
rl2051507713,The Big Short,70259870,2529,2015-12-11,2015
rl3965093377,In the Heart of the Sea,25020758,3103,2015-12-11,2015
rl593004033,The Gallows,22764410,2720,2015-07-10,2015
rl2472117761,Hitman: Agent 47,22467450,3273,2015-08-21,2015
rl205751809,Project Almanac,22348241,2900,2015-01-30,2015
rl2353497601,Black or White,21571189,1823,2015-01-30,2015
rl2790098433,Aloha,21067116,2815,2015-05-29,2015
rl611223041,Secret in Their Eyes,20180155,2392,2015-11-20,2015
rl1363772929,Brooklyn,38322743,962,2015-11-04,2015
rl3798894081,Shaun the Sheep Movie,19375982,2360,2015-08-05,2015
rl3379791361,Still Alice,18754371,1318,2015-01-16,2015
rl2590606849,Paranormal Activity: The Ghost Dimension,18300124,1656,2015-10-23,2015
rl90015233,Steve Jobs,17766658,2493,2015-10-09,2015
rl2338686465,Mr. Holmes,17737646,898,2015-07-17,2015
rl139363841,Dope,17506470,2002,2015-06-19,2015
rl4266296833,Concussion,34542474,2841,2015-12-25,2015
rl1198425601,Seventh Son,17223265,2875,2015-02-06,2015
rl392529409,Monkey Kingdom,16432322,2012,2015-04-17,2015
rl3061286401,The Transporter Refueled,16029670,3434,2015-09-04,2015
rl577472001,Point Break,28782481,2910,2015-12-25,2015
rl3009054209,It Follows,14674076,1655,2015-03-13,2015
rl2286126593,American Ultra,14440985,2778,2015-08-21,2015
rl2742912513,Woodlawn,14394097,1553,2015-10-16,2015
rl1916831233,Burnt,13651946,3003,2015-10-30,2015
rl1249740289,The Hateful Eight,54117416,2938,2015-12-25,2015
rl1716422145,Do You Believe?,12985600,1356,2015-03-20,2015
rl1063290369,Love & Mercy,12551031,791,2015-06-05,2015
rl225609217,Strange Magic,12429583,3020,2015-01-23,2015
rl2119730689,Hot Tub Time Machine 2,12314651,2901,2015-02-20,2015
rl1903068673,Self/less,12279691,2353,2015-07-10,2015
rl3595601409,Far from the Madding Crowd,12236500,902,2015-05-01,2015
rl2856420865,The 33,12227722,2452,2015-11-13,2015
rl4116153857,The Gunman,10664749,2816,2015-03-20,2015
rl2071561729,Unfinished Business,10219501,2777,2015-03-06,2015
rl21661185,The Walk,10137502,2509,2015-09-30,2015
rl2357036545,Huevos: Little Rooster's Egg-cellent Adventure,9080818,616,2015-09-04,2015
rl4131620353,Amy,8413144,435,2015-07-03,2015
rl2122155521,"Dragon Ball Z: Resurrection ""F""",8008363,913,2015-08-04,2015
rl593724929,Blackhat,8005980,2568,2015-01-16,2015
rl1685947905,Bajrangi Bhaijaan,8178001,257,2015-07-17,2015
rl1281721857,Mortdecai,7696134,2648,2015-01-23,2015
rl863733249,While We're Young,7587485,762,2015-03-27,2015
rl2121172481,I'll See You in My Dreams,7449681,290,2015-05-15,2015
rl1264027137,The Green Inferno,7192291,1543,2015-09-25,2015
rl1216185857,Our Brand Is Crisis,7002261,2202,2015-10-30,2015
rl341280257,Grandma,6980524,1061,2015-08-21,2015
rl3262612993,Trumbo,7857741,660,2015-11-06,2015
rl3361965569,Me and Earl and the Dying Girl,6758416,870,2015-06-12,2015
rl811697665,Little Boy,6485961,1045,2015-04-24,2015
rl2120320513,The Loft,6002684,1841,2015-01-30,2015
rl2387772929,Victor Frankenstein,5775076,2797,2015-11-25,2015
rl541885953,Danny Collins,5637066,739,2015-03-20,2015
rl3749479937,Bajirao Mastani,6557047,304,2015-12-18,2015
rl1451066881,Room,14677654,862,2015-10-16,2015
rl2759689729,90 Minutes in Heaven,4842699,899,2015-09-11,2015
rl3396830721,True Story,4719695,856,2015-04-17,2015
rl3144844801,Suffragette,4702420,517,2015-10-23,2015
rl1987937793,Baahubali: The Beginning,6738000,236,2015-07-09,2015
rl793544193,The Danish Girl,11114018,794,2015-11-27,2015
rl3648816641,Dilwale,4871263,268,2015-12-17,2015
rl75269633,Found a Treasure Called Love,4364639,287,2015-11-12,2015
rl2105050625,The Water Diviner,4196641,385,2015-04-24,2015
rl1398441473,Irrational Man,4030360,925,2015-07-17,2015
rl1279821313,Carol,12711491,790,2015-11-20,2015
rl3547301377,Scouts Guide to the Zombie Apocalypse,3703046,1509,2015-10-30,2015
rl3896542721,A la mala,3629842,384,2015-02-27,2015
rl3698361857,Spare Parts,3618912,440,2015-01-16,2015
rl3178792449,We Are Your Friends,3591417,2333,2015-08-28,2015
rl2272822785,What We Do in the Shadows,3469224,154,2015-02-13,2015
rl3378480641,Learning to Drive,3447633,339,2015-08-21,2015
rl3211298305,Phoenix,3184472,197,2015-07-24,2015
rl628983297,Dil Dhadakne Do,3066100,238,2015-06-05,2015
rl729581057,Ladrones,3063505,375,2015-10-09,2015
rl2826274305,Tanu Weds Manu Returns,3043479,136,2015-05-22,2015
rl1147962881,Rock the Kasbah,3020664,2012,2015-10-23,2015
rl4283532801,The End of the Tour,3002884,355,2015-07-31,2015
rl3195766273,Wild Tales,3106530,122,2015-02-20,2015
rl4083189249,He Named Me Malala,2668936,477,2015-10-02,2015
rl1783137793,Captive,2583301,807,2015-09-18,2015
rl1115457025,Chi-Raq,2653032,305,2015-12-04,2015
rl1316849153,Truth,2541854,1122,2015-10-16,2015
rl3462563329,Mistress America,2500431,512,2015-08-14,2015
rl1063814657,Pawn Sacrifice,2436633,781,2015-09-16,2015
rl1648461313,The Oscar Nominated Short Films 2015: Live Action,2412593,280,2015-01-30,2015
rl2793244161,Meru,2334228,176,2015-08-14,2015
rl1971160577,My All-American,2246000,1565,2015-11-13,2015
rl1046316545,Jem and the Holograms,2184640,2417,2015-10-23,2015
rl2205976065,Spectacle,2065487,182,2015-11-25,2015
rl877168129,Cake,1951776,482,2015-01-23,2015
rl1852212737,Old Fashioned,1914090,298,2015-02-06,2015
rl2826798593,Assassination,1904682,33,2015-08-07,2015
rl694060545,Legend,1872994,107,2015-11-20,2015
rl38438401,Clouds of Sils Maria,1851517,187,2015-04-10,2015
rl846497281,Testament of Youth,1822250,104,2015-06-05,2015
rl2657650177,Piku,1801807,124,2015-05-08,2015
rl2054784513,The Vatican Tapes,1784763,427,2015-07-24,2015
rl4152198657,Meet the Patels,1700681,101,2015-09-11,2015
rl4118775297,Patterns of Evidence: Exodus,925576,652,2015-01-19,2015
rl410813953,The Letters,1647416,886,2015-12-04,2015
rl1196393985,The Diary of a Teenage Girl,1477002,795,2015-08-07,2015
rl3512239617,I,1449232,222,2015-01-13,2015
rl2237367809,Infinitely Polar Bear,1430655,110,2015-06-19,2015
rl826312193,99 Homes,1411927,691,2015-09-25,2015
rl4034758145,Welcome Back,1388365,135,2015-09-04,2015
rl1635550721,The Cokeville Miracle,1348456,51,2015-06-05,2015
rl1817871873,Iris,1310678,92,2015-04-29,2015
rl3799877121,Lost in Hong Kong,1302281,34,2015-09-25,2015
rl3430647297,The Wolfpack,1301696,94,2015-06-12,2015
rl142444033,Youth,2703296,149,2015-12-04,2015
rl1937540609,Goodbye Mr. Loser,1293626,40,2015-10-09,2015
rl3561063937,'71,1270847,121,2015-02-27,2015
rl3242493441,Beyond the Mask,1236094,181,2015-04-06,2015
rl1716225537,Child 44,1224330,510,2015-04-17,2015
rl3363669505,Veteran,1200627,46,2015-09-18,2015
rl4135421441,Goodnight Mommy,1178196,90,2015-09-11,2015
rl2420606465,Black Sea,1171559,353,2015-01-23,2015
rl2608694785,Miss You Already,1162653,384,2015-11-06,2015
rl1668253185,The Salt of the Earth,1343349,80,2015-03-27,2015
rl3296232961,Where Hope Grows,1156000,276,2015-05-15,2015
rl1818854913,The Overnight,1110522,307,2015-06-19,2015
rl2272560641,Timbuktu,1076075,56,2015-01-28,2015
rl2639234561,Dior and I,1028953,105,2015-04-10,2015
rl3661727233,5 Flights Up,1020921,94,2015-05-08,2015
rl1917289985,Big Stone Gap,1009301,280,2015-10-09,2015
rl125666817,Faith of Our Fathers,1004105,344,2015-07-01,2015
rl3044836865,Mojin: The Lost Legend,1243810,27,2015-12-18,2015
rl3948250625,Gett,988150,74,2015-02-13,2015
rl1061258753,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,944193,76,2015-05-01,2015
rl1618773505,Boruto: Naruto The Movie,919651,358,2015-10-10,2015
rl545031681,Singh Is Bliing,919095,135,2015-10-02,2015
rl2487518721,Best of Enemies: Buckley vs. Vidal,892802,69,2015-07-31,2015
rl377325057,Any Body Can Dance 2,892133,146,2015-06-19,2015
rl3698165249,The Revenant,183637894,3711,2015-12-25,2015
rl2390590977,Macbeth,1110707,108,2015-12-04,2015
rl3614541313,Sleeping with Other People,819431,392,2015-09-11,2015
rl2138736129,The Wrecking Crew!,801606,65,2015-03-13,2015
rl3615262209,Mr. Six,1415450,32,2015-12-24,2015
rl3311175169,Labyrinth of Lies,794452,72,2015-09-30,2015
rl2943256065,Seymour: An Introduction,743541,64,2015-03-13,2015
rl897353217,Once I Was a Beehive,732655,32,2015-08-14,2015
rl3158869505,Cartel Land,704352,65,2015-07-03,2015
rl2960492033,Tangerine,702354,44,2015-07-10,2015
rl1886225921,Red Army,694600,84,2015-01-23,2015
rl2236515841,The D Train,673151,1009,2015-05-08,2015
rl1450411521,The Stanford Prison Experiment,660561,79,2015-07-17,2015
rl3414001153,The Assassin,632542,53,2015-10-16,2015
rl2860353025,Brothers,613775,164,2015-08-14,2015
rl3044574721,Welcome to Me,608852,119,2015-05-01,2015
rl3713828353,"Kumiko, The Treasure Hunter",623383,71,2015-03-18,2015
rl1884259841,Detective Byomkesh Bakshy!,579055,82,2015-04-03,2015
rl2424145409,Freeheld,573335,148,2015-10-02,2015
rl157124097,Jimmy's Hall,560592,47,2015-07-03,2015
rl3514336769,When Marnie Was There,561085,57,2015-05-22,2015
